Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"Pressure (hPa)";"TSP (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-06-20 01:01:55;10,17;9,73;43,70;23,46;30,96;1013,34;6,01;23,21;
"K-A3 GRECiOT 1";2022-06-20 00:56:53;10,22;9,47;43,68;19,81;36,05;1013,33;4,58;23,27;
"K-A3 GRECiOT 1";2022-06-20 00:51:54;10,38;9,13;44,06;19,06;36,55;1013,37;6,05;23,30;
"K-A3 GRECiOT 1";2022-06-20 00:46:52;10,35;11,04;43,95;25,59;29,53;1013,34;7,22;23,31;
"K-A3 GRECiOT 1";2022-06-20 00:41:55;10,40;12,96;44,02;26,67;27,53;1013,43;6,23;23,34;
"K-A3 GRECiOT 1";2022-06-20 00:36:52;10,36;11,30;44,01;26,62;28,46;1013,51;4,50;23,30;
"K-A3 GRECiOT 1";2022-06-20 00:31:56;10,31;11,17;43,94;31,31;23,88;1013,55;4,85;23,27;
"K-A3 GRECiOT 1";2022-06-20 00:26:55;10,40;15,19;44,37;37,00;15,69;1013,57;5,01;23,21;
"K-A3 GRECiOT 1";2022-06-20 00:21:53;10,32;15,96;44,27;38,90;14,90;1013,59;4,99;23,15;
"K-A3 GRECiOT 1";2022-06-20 00:16:55;10,35;14,19;44,36;31,74;24,48;1013,65;7,60;23,15;
"K-A3 GRECiOT 1";2022-06-20 00:11:53;10,35;14,47;44,36;34,21;22,22;1013,68;6,20;23,15;
"K-A3 GRECiOT 1";2022-06-20 00:06:56;10,62;20,72;45,17;41,78;10,47;1013,70;8,48;23,15;
"K-A3 GRECiOT 1";2022-06-20 00:01:55;10,59;25,70;45,01;50,17;0,63;1013,72;5,18;23,18;
"K-A3 GRECiOT 1";2022-06-19 23:56:53;10,51;22,88;44,74;48,33;2,14;1013,79;5,31;23,20;
"K-A3 GRECiOT 1";2022-06-19 23:51:55;10,52;20,88;44,64;44,03;7,41;1013,79;7,20;23,24;
"K-A3 GRECiOT 1";2022-06-19 23:46:53;10,24;18,94;43,65;38,45;14,64;1013,74;;23,30;
"K-A3 GRECiOT 1";2022-06-19 23:41:55;10,17;18,86;43,32;34,11;20,71;1013,69;5,06;23,35;
"K-A3 GRECiOT 1";2022-06-19 23:36:53;10,13;15,61;43,09;29,38;28,70;1013,67;6,02;23,40;
"K-A3 GRECiOT 1";2022-06-19 23:31:56;10,15;17,74;43,03;32,08;25,62;1013,63;4,01;23,44;
"K-A3 GRECiOT 1";2022-06-19 23:26:54;10,26;16,84;43,27;32,92;25,51;1013,62;6,74;23,47;
"K-A3 GRECiOT 1";2022-06-19 23:21:52;10,22;16,50;43,04;31,72;27,06;1013,68;4,56;23,51;
"K-A3 GRECiOT 1";2022-06-19 23:16:55;10,16;16,23;42,77;31,31;27,63;1013,65;5,57;23,55;
"K-A3 GRECiOT 1";2022-06-19 23:11:53;10,23;17,38;42,85;33,29;24,41;1013,68;4,71;23,59;
"K-A3 GRECiOT 1";2022-06-19 23:06:56;10,33;22,19;43,04;37,30;18,52;1013,67;4,84;23,64;
"K-A3 GRECiOT 1";2022-06-19 23:01:55;10,42;19,51;43,07;40,53;14,21;1013,63;5,70;23,72;
"K-A3 GRECiOT 1";2022-06-19 22:56:53;10,53;20,92;43,09;40,69;13,13;1013,59;4,76;23,83;
"K-A3 GRECiOT 1";2022-06-19 22:51:54;10,55;26,56;43,02;41,32;13,67;1013,58;5,31;23,89;
"K-A3 GRECiOT 1";2022-06-19 22:46:53;10,34;20,82;42,19;39,45;15,29;1013,49;6,86;23,98;
"K-A3 GRECiOT 1";2022-06-19 22:41:55;10,38;21,01;42,13;43,77;10,97;1013,52;5,29;24,05;
"K-A3 GRECiOT 1";2022-06-19 22:36:53;10,39;23,44;41,88;45,80;8,24;1013,58;6,27;24,16;
"K-A3 GRECiOT 1";2022-06-19 22:31:56;10,42;22,14;41,59;43,87;10,38;1013,59;7,30;24,30;
"K-A3 GRECiOT 1";2022-06-19 22:26:55;10,36;19,72;41,05;40,45;15,30;1013,62;6,03;24,46;
"K-A3 GRECiOT 1";2022-06-19 22:21:53;10,24;19,68;40,46;34,48;22,88;1013,60;6,06;24,57;
"K-A3 GRECiOT 1";2022-06-19 22:16:55;10,28;16,38;40,35;30,23;28,76;1013,56;8,29;24,66;
"K-A3 GRECiOT 1";2022-06-19 22:11:53;10,30;20,83;40,23;34,13;23,80;1013,53;4,47;24,72;
"K-A3 GRECiOT 1";2022-06-19 22:06:56;10,36;19,75;40,10;31,01;28,21;1013,49;6,20;24,85;
"K-A3 GRECiOT 1";2022-06-19 22:01:55;10,48;21,15;40,15;28,51;33,46;1013,49;4,40;24,97;
"K-A3 GRECiOT 1";2022-06-19 21:56:53;10,59;20,23;40,39;26,74;36,09;1013,48;7,29;24,99;
"K-A3 GRECiOT 1";2022-06-19 21:51:55;10,58;19,78;40,06;28,72;34,30;1013,38;5,16;25,11;
"K-A3 GRECiOT 1";2022-06-19 21:46:53;10,52;19,67;39,63;27,14;37,34;1013,27;6,02;25,22;
"K-A3 GRECiOT 1";2022-06-19 21:41:54;10,80;20,63;40,15;29,59;33,86;1013,24;5,26;25,32;
"K-A3 GRECiOT 1";2022-06-19 21:36:53;10,91;23,05;40,01;33,03;30,34;1013,15;6,42;25,50;
"K-A3 GRECiOT 1";2022-06-19 21:31:56;11,11;25,12;40,21;34,83;27,11;1013,16;5,91;25,65;
"K-A3 GRECiOT 1";2022-06-19 21:26:55;11,34;25,28;40,14;38,83;22,26;1013,05;4,50;25,93;
"K-A3 GRECiOT 1";2022-06-19 21:21:53;11,31;26,18;39,40;41,10;19,91;1013,06;8,75;26,21;
"K-A3 GRECiOT 1";2022-06-19 21:16:55;11,14;23,41;38,05;36,52;26,40;1013,03;6,57;26,60;
"K-A3 GRECiOT 1";2022-06-19 21:11:53;10,57;19,56;36,31;30,42;34,13;1013,03;7,33;26,76;
"K-A3 GRECiOT 1";2022-06-19 21:06:56;10,34;16,77;35,61;19,19;48,75;1012,94;8,48;26,83;
"K-A3 GRECiOT 1";2022-06-19 21:01:55;10,31;12,46;35,16;14,44;57,04;1012,95;6,75;27,02;
"K-A3 GRECiOT 1";2022-06-19 20:56:53;10,19;14,85;34,72;19,03;49,37;1012,94;8,02;27,09;
"K-A3 GRECiOT 1";2022-06-19 20:51:55;10,04;12,56;34,12;14,34;56,52;1012,85;6,80;27,22;
"K-A3 GRECiOT 1";2022-06-19 20:46:53;10,28;10,74;34,48;16,50;52,21;1012,79;6,94;27,32;
"K-A3 GRECiOT 1";2022-06-19 20:41:55;10,26;13,29;34,40;19,09;48,69;1012,76;5,54;27,33;
"K-A3 GRECiOT 1";2022-06-19 20:36:53;10,38;12,29;34,49;15,88;54,77;1012,80;7,83;27,43;
"K-A3 GRECiOT 1";2022-06-19 20:31:56;10,37;11,70;34,16;16,47;53,34;1012,79;8,41;27,57;
"K-A3 GRECiOT 1";2022-06-19 20:26:55;10,20;10,26;33,63;14,06;57,18;1012,76;6,36;27,65;
"K-A3 GRECiOT 1";2022-06-19 20:21:53;9,99;8,85;33,15;17,52;49,69;1012,81;6,46;27,65;
"K-A3 GRECiOT 1";2022-06-19 20:16:55;10,70;8,11;34,50;15,19;52,92;1012,85;6,80;27,78;
"K-A3 GRECiOT 1";2022-06-19 20:11:53;11,36;16,87;35,85;21,33;47,19;1012,92;5,16;27,87;
"K-A3 GRECiOT 1";2022-06-19 20:06:56;11,74;20,44;36,59;22,90;47,23;1012,94;6,26;27,95;
"K-A3 GRECiOT 1";2022-06-19 20:01:55;12,00;16,01;36,78;20,98;51,96;1012,98;7,13;28,16;
"K-A3 GRECiOT 1";2022-06-19 19:56:53;12,34;16,45;36,66;15,86;61,13;1012,96;7,13;28,60;
"K-A3 GRECiOT 1";2022-06-19 19:51:55;11,76;20,33;34,88;21,57;53,23;1012,97;6,89;28,80;
"K-A3 GRECiOT 1";2022-06-19 19:46:53;11,91;14,28;34,77;15,63;59,47;1012,94;6,80;29,03;
"K-A3 GRECiOT 1";2022-06-19 19:41:55;12,23;9,94;35,09;13,21;60,96;1012,89;4,96;29,24;
"K-A3 GRECiOT 1";2022-06-19 19:36:53;11,80;15,72;34,47;19,49;52,73;1012,93;5,98;29,05;
"K-A3 GRECiOT 1";2022-06-19 19:31:56;11,81;12,23;34,16;13,93;61,00;1012,85;8,64;29,22;
"K-A3 GRECiOT 1";2022-06-19 19:26:55;12,61;16,37;36,21;21,27;51,30;1012,83;5,42;29,13;
"K-A3 GRECiOT 1";2022-06-19 19:21:53;12,71;19,50;36,18;19,65;57,53;1012,93;7,33;29,25;
"K-A3 GRECiOT 1";2022-06-19 19:16:55;12,81;17,75;35,84;15,78;63,38;1012,92;4,60;29,52;
"K-A3 GRECiOT 1";2022-06-19 19:11:53;13,00;18,12;35,78;15,76;63,39;1012,95;5,88;29,77;
"K-A3 GRECiOT 1";2022-06-19 19:06:56;13,32;20,80;36,19;17,72;61,81;1012,95;6,79;29,93;
"K-A3 GRECiOT 1";2022-06-19 19:01:54;12,44;19,56;34,04;17,18;62,95;1012,93;5,47;30,00;
"K-A3 GRECiOT 1";2022-06-19 18:56:52;13,13;20,23;35,58;15,98;63,65;1012,95;7,10;30,02;
"K-A3 GRECiOT 1";2022-06-19 18:51:55;12,88;25,44;34,85;18,79;63,48;1013,01;6,49;30,09;
"K-A3 GRECiOT 1";2022-06-19 18:46:53;12,79;15,37;34,14;14,50;64,60;1013,01;7,81;30,35;
"K-A3 GRECiOT 1";2022-06-19 18:41:55;12,95;15,98;34,18;16,88;61,87;1012,96;5,48;30,51;
"K-A3 GRECiOT 1";2022-06-19 18:36:53;12,85;25,28;34,65;22,08;58,29;1012,93;5,54;30,16;
"K-A3 GRECiOT 1";2022-06-19 18:31:55;12,73;21,52;34,41;19,22;62,81;1012,96;3,83;30,14;
"K-A3 GRECiOT 1";2022-06-19 18:26:55;12,02;13,62;32,20;14,23;68,29;1013,01;4,41;30,48;
"K-A3 GRECiOT 1";2022-06-19 18:21:53;12,25;18,51;33,09;17,26;62,15;1012,97;4,38;30,27;
"K-A3 GRECiOT 1";2022-06-19 18:16:55;11,45;17,70;31,07;15,92;64,45;1013,05;7,16;30,45;
"K-A3 GRECiOT 1";2022-06-19 18:11:53;10,69;11,78;29,26;9,40;70,76;1013,03;4,85;30,63;
"K-A3 GRECiOT 1";2022-06-19 18:06:56;11,03;10,82;29,40;8,49;70,91;1013,02;5,00;30,94;
"K-A3 GRECiOT 1";2022-06-19 18:01:55;11,61;11,09;30,51;11,72;64,50;1012,96;3,91;30,95;
"K-A3 GRECiOT 1";2022-06-19 17:56:53;11,85;12,61;31,22;12,02;64,78;1013,02;5,43;30,84;
"K-A3 GRECiOT 1";2022-06-19 17:51:54;11,04;14,88;29,89;14,25;62,77;1013,13;4,14;30,65;
"K-A3 GRECiOT 1";2022-06-19 17:46:53;11,57;9,61;30,41;7,52;68,75;1013,25;;30,96;
"K-A3 GRECiOT 1";2022-06-19 17:41:55;11,28;10,61;30,04;9,19;67,99;1013,27;5,23;30,85;
"K-A3 GRECiOT 1";2022-06-19 17:36:53;12,04;15,03;31,71;11,03;67,73;1013,31;4,83;30,78;
"K-A3 GRECiOT 1";2022-06-19 17:31:56;12,67;19,01;33,25;14,38;66,84;1013,47;8,39;30,67;
"K-A3 GRECiOT 1";2022-06-19 17:26:55;12,95;16,90;33,73;11,82;71,69;1013,54;6,63;30,74;
"K-A3 GRECiOT 1";2022-06-19 17:21:53;12,27;18,15;32,41;16,36;67,00;1013,54;5,20;30,65;
"K-A3 GRECiOT 1";2022-06-19 17:16:55;12,62;16,10;33,73;17,78;64,48;1013,56;6,71;30,37;
"K-A3 GRECiOT 1";2022-06-19 17:11:53;12,75;21,53;34,53;22,26;61,89;1013,63;5,36;30,10;
"K-A3 GRECiOT 1";2022-06-19 17:06:56;13,00;20,99;35,66;23,92;60,99;1013,65;5,42;29,83;
"K-A3 GRECiOT 1";2022-06-19 17:01:55;13,27;25,56;36,85;25,44;62,85;1013,78;5,79;29,56;
"K-A3 GRECiOT 1";2022-06-19 16:56:53;13,03;32,50;36,05;28,97;57,76;1013,86;5,87;29,68;
"K-A3 GRECiOT 1";2022-06-19 16:51:55;13,49;34,23;36,01;25,56;62,05;1013,84;8,26;30,22;
"K-A3 GRECiOT 1";2022-06-19 16:46:54;13,50;38,43;34,36;25,96;63,91;1013,83;10,18;31,05;
"K-A3 GRECiOT 1";2022-06-19 16:41:55;12,15;27,18;30,23;22,43;63,71;1013,73;5,57;31,74;
"K-A3 GRECiOT 1";2022-06-19 16:36:53;12,94;20,72;31,97;17,54;66,60;1013,75;5,77;31,67;
"K-A3 GRECiOT 1";2022-06-19 16:31:56;11,71;25,50;29,64;20,56;65,92;1013,92;7,74;31,59;
"K-A3 GRECiOT 1";2022-06-19 16:26:55;12,00;22,22;29,81;17,14;69,19;1013,97;6,67;31,81;
"K-A3 GRECiOT 1";2022-06-19 16:21:53;11,99;25,95;29,18;23,29;58,57;1013,96;5,30;32,18;
"K-A3 GRECiOT 1";2022-06-19 16:16:54;11,19;25,64;26,94;20,31;61,67;1013,90;6,32;32,66;
"K-A3 GRECiOT 1";2022-06-19 16:11:53;10,28;16,86;24,78;13,05;62,18;1013,90;4,20;33,08;
"K-A3 GRECiOT 1";2022-06-19 16:06:56;9,60;6,91;23,13;6,35;61,19;1013,88;2,95;33,50;
"K-A3 GRECiOT 1";2022-06-19 16:01:55;9,52;1,90;22,49;4,99;61,62;1013,78;6,40;33,89;
"K-A3 GRECiOT 1";2022-06-19 15:56:53;9,27;2,48;21,81;1,25;65,04;1013,74;4,65;34,15;
"K-A3 GRECiOT 1";2022-06-19 15:51:54;9,53;0,00;22,39;0,48;67,11;1013,79;3,30;33,99;
"K-A3 GRECiOT 1";2022-06-19 15:46:53;10,42;0,00;24,16;5,84;62,50;1013,89;3,57;33,70;
"K-A3 GRECiOT 1";2022-06-19 15:41:55;9,91;1,86;24,14;5,96;63,57;1013,89;3,62;33,10;
"K-A3 GRECiOT 1";2022-06-19 15:36:53;9,10;1,67;23,00;4,52;63,89;1013,92;8,18;32,99;
"K-A3 GRECiOT 1";2022-06-19 15:31:56;9,75;0,00;23,64;0,00;68,15;1013,91;5,31;33,29;
"K-A3 GRECiOT 1";2022-06-19 15:26:55;9,68;0,00;24,07;3,56;71,38;1013,99;4,36;32,87;
"K-A3 GRECiOT 1";2022-06-19 15:21:52;10,17;1,84;26,15;10,87;63,31;1014,10;3,20;31,98;
"K-A3 GRECiOT 1";2022-06-19 15:16:55;10,57;2,68;27,06;9,86;67,52;1014,17;5,32;31,85;
"K-A3 GRECiOT 1";2022-06-19 15:11:53;9,35;18,27;25,34;16,22;65,33;1014,19;7,29;31,57;
"K-A3 GRECiOT 1";2022-06-19 15:06:56;9,53;1,36;25,49;3,05;73,44;1014,29;5,21;31,69;
"K-A3 GRECiOT 1";2022-06-19 15:01:55;10,77;6,02;27,11;3,66;75,06;1014,25;3,53;32,06;
"K-A3 GRECiOT 1";2022-06-19 14:56:53;10,67;3,72;26,06;5,96;71,79;1014,38;6,97;32,65;
"K-A3 GRECiOT 1";2022-06-19 14:51:55;10,54;5,83;24,95;8,28;68,53;1014,44;3,54;33,26;
"K-A3 GRECiOT 1";2022-06-19 14:46:52;9,24;4,19;22,78;7,02;64,45;1014,51;5,03;33,33;
"K-A3 GRECiOT 1";2022-06-19 14:41:55;8,67;1,01;21,77;1,63;61,65;1014,34;3,95;33,46;
"K-A3 GRECiOT 1";2022-06-19 14:36:53;7,97;0,00;20,23;0,00;58,68;1014,44;2,56;33,92;
"K-A3 GRECiOT 1";2022-06-19 14:31:56;8,05;0,00;19,76;0,00;56,39;1014,46;4,97;34,43;
"K-A3 GRECiOT 1";2022-06-19 14:26:55;8,66;0,00;20,40;0,00;52,44;1014,54;4,10;34,60;
"K-A3 GRECiOT 1";2022-06-19 14:21:52;8,56;0,00;20,56;0,00;55,81;1014,47;3,25;34,35;
"K-A3 GRECiOT 1";2022-06-19 14:16:55;9,27;0,00;22,41;0,00;56,99;1014,54;2,45;33,65;
"K-A3 GRECiOT 1";2022-06-19 14:11:53;8,41;0,00;21,39;0,00;58,08;1014,57;4,37;33,46;
"K-A3 GRECiOT 1";2022-06-19 14:06:56;8,62;0,00;21,74;0,00;53,77;1014,63;4,28;33,41;
"K-A3 GRECiOT 1";2022-06-19 14:01:54;8,91;0,00;23,01;0,00;59,70;1014,65;4,42;32,76;
"K-A3 GRECiOT 1";2022-06-19 13:56:53;8,82;0,00;23,10;0,00;60,42;1014,78;3,72;32,58;
"K-A3 GRECiOT 1";2022-06-19 13:51:54;7,70;0,00;20,49;0,00;50,73;1014,80;5,95;33,36;
"K-A3 GRECiOT 1";2022-06-19 13:46:53;8,92;0,00;21,95;0,00;43,33;1014,87;3,86;33,61;
"K-A3 GRECiOT 1";2022-06-19 13:41:55;9,80;0,00;24,05;0,00;48,95;1014,90;5,02;33,03;
"K-A3 GRECiOT 1";2022-06-19 13:36:53;10,28;0,00;25,01;0,00;50,39;1015,04;5,10;32,90;
"K-A3 GRECiOT 1";2022-06-19 13:31:55;10,05;0,00;24,69;0,00;56,16;1015,08;6,59;32,86;
"K-A3 GRECiOT 1";2022-06-19 13:26:56;9,15;0,00;23,89;0,00;55,90;1015,06;3,84;32,38;
"K-A3 GRECiOT 1";2022-06-19 13:21:53;8,82;0,00;24,04;0,00;55,39;1015,07;5,38;31,87;
"K-A3 GRECiOT 1";2022-06-19 13:16:55;9,19;0,00;24,79;0,00;52,45;1015,19;3,34;31,77;
"K-A3 GRECiOT 1";2022-06-19 13:11:53;9,48;0,00;25,01;0,00;50,55;1015,41;4,75;31,97;
"K-A3 GRECiOT 1";2022-06-19 13:06:56;9,55;0,00;25,42;0,00;52,81;1015,27;4,50;31,76;
"K-A3 GRECiOT 1";2022-06-19 13:01:55;9,64;0,00;25,25;0,00;49,31;1015,43;3,25;31,98;
"K-A3 GRECiOT 1";2022-06-19 12:56:53;9,78;0,00;25,76;0,00;50,49;1015,41;3,55;31,80;
"K-A3 GRECiOT 1";2022-06-19 12:51:55;9,68;0,00;26,31;0,00;49,90;1015,54;5,63;31,30;
"K-A3 GRECiOT 1";2022-06-19 12:46:53;8,92;0,00;26,41;0,00;55,32;1015,58;4,45;30,34;
"K-A3 GRECiOT 1";2022-06-19 12:41:55;9,60;0,00;26,31;0,00;44,65;1015,67;4,67;31,21;
"K-A3 GRECiOT 1";2022-06-19 12:36:53;9,07;0,00;25,93;0,00;47,23;1015,69;3,47;30,84;
"K-A3 GRECiOT 1";2022-06-19 12:31:56;8,76;0,00;25,65;0,00;45,71;1015,68;4,39;30,67;
"K-A3 GRECiOT 1";2022-06-19 12:26:55;8,73;0,00;25,51;0,00;42,83;1015,80;3,23;30,72;
"K-A3 GRECiOT 1";2022-06-19 12:21:53;9,38;0,00;27,14;0,00;43,64;1015,73;5,14;30,41;
"K-A3 GRECiOT 1";2022-06-19 12:16:55;9,27;0,00;26,81;0,00;43,12;1015,80;5,76;30,50;
"K-A3 GRECiOT 1";2022-06-19 12:11:52;9,53;0,00;26,81;0,00;38,80;1015,83;2,39;30,79;
"K-A3 GRECiOT 1";2022-06-19 12:06:56;8,21;0,00;25,09;0,00;38,37;1015,83;3,40;30,40;
"K-A3 GRECiOT 1";2022-06-19 12:01:55;8,72;0,00;26,09;0,00;37,56;1015,86;3,25;30,31;
"K-A3 GRECiOT 1";2022-06-19 11:56:53;8,20;0,00;25,87;0,00;36,85;1015,90;2,83;29,86;
"K-A3 GRECiOT 1";2022-06-19 11:51:55;9,28;0,00;27,80;0,00;33,49;1015,96;4,46;29,87;
"K-A3 GRECiOT 1";2022-06-19 11:46:53;8,40;0,00;26,34;0,00;33,30;1015,94;;29,77;
"K-A3 GRECiOT 1";2022-06-19 11:41:55;9,41;0,00;28,24;0,00;28,09;1015,95;3,83;29,75;
"K-A3 GRECiOT 1";2022-06-19 11:36:53;9,40;0,00;28,16;0,00;27,38;1016,05;4,71;29,79;
"K-A3 GRECiOT 1";2022-06-19 11:31:56;9,47;0,00;28,15;0,00;25,50;1016,07;4,63;29,87;
"K-A3 GRECiOT 1";2022-06-19 11:26:55;9,76;0,00;28,90;0,00;21,94;1016,09;3,31;29,76;
"K-A3 GRECiOT 1";2022-06-19 11:21:53;9,72;0,00;29,23;0,00;25,21;1016,04;5,02;29,51;
"K-A3 GRECiOT 1";2022-06-19 11:16:55;10,64;0,00;31,27;0,00;18,93;1016,03;3,67;29,41;
"K-A3 GRECiOT 1";2022-06-19 11:11:53;9,47;0,00;29,30;0,00;18,48;1016,08;3,70;29,18;
"K-A3 GRECiOT 1";2022-06-19 11:06:56;10,56;0,00;31,32;0,00;10,07;1016,10;5,31;29,29;
"K-A3 GRECiOT 1";2022-06-19 11:01:55;10,01;0,00;30,74;0,00;13,68;1016,03;4,90;28,97;
"K-A3 GRECiOT 1";2022-06-19 10:56:53;12,83;0,00;37,76;0,00;8,07;1016,05;4,60;28,64;
"K-A3 GRECiOT 1";2022-06-19 10:51:54;14,26;0,00;42,59;0,00;26,13;1015,83;9,75;28,18;
"K-A3 GRECiOT 1";2022-06-19 10:46:53;15,25;0,00;46,27;0,00;35,46;1015,83;9,90;27,84;
"K-A3 GRECiOT 1";2022-06-19 10:41:54;15,36;0,00;47,98;0,00;38,17;1015,92;13,97;27,34;
"K-A3 GRECiOT 1";2022-06-19 10:36:52;16,53;0,00;52,72;0,00;39,60;1015,98;13,21;27,02;
"K-A3 GRECiOT 1";2022-06-19 10:31:56;16,47;0,00;54,13;0,00;42,61;1016,04;14,79;26,49;
"K-A3 GRECiOT 1";2022-06-19 10:26:55;16,24;0,00;54,24;0,00;46,28;1016,12;18,23;26,21;
"K-A3 GRECiOT 1";2022-06-19 10:21:53;16,52;0,00;55,51;0,00;42,42;1016,15;16,94;26,13;
"K-A3 GRECiOT 1";2022-06-19 10:16:55;16,81;1,15;57,24;0,76;44,44;1016,19;19,10;25,91;
"K-A3 GRECiOT 1";2022-06-19 10:11:53;17,21;0,15;58,33;0,00;44,25;1016,36;19,02;26,03;
"K-A3 GRECiOT 1";2022-06-19 10:06:55;17,00;5,48;58,62;3,46;43,23;1016,35;21,00;25,72;
"K-A3 GRECiOT 1";2022-06-19 10:01:55;15,70;0,44;53,97;1,96;47,86;1016,38;19,64;25,72;
"K-A3 GRECiOT 1";2022-06-19 09:56:53;16,17;0,00;56,30;0,00;45,31;1016,24;14,74;25,52;
"K-A3 GRECiOT 1";2022-06-19 09:51:54;16,15;0,00;56,79;0,00;45,71;1016,25;14,14;25,35;
"K-A3 GRECiOT 1";2022-06-19 09:46:52;16,21;0,00;57,20;0,43;45,49;1016,28;14,82;25,29;
"K-A3 GRECiOT 1";2022-06-19 09:41:55;16,30;0,00;58,78;2,61;41,46;1016,28;15,94;24,92;
"K-A3 GRECiOT 1";2022-06-19 09:36:52;16,28;0,00;60,15;4,78;40,64;1016,35;12,75;24,51;
"K-A3 GRECiOT 1";2022-06-19 09:31:56;16,34;0,65;62,02;6,86;40,28;1016,36;13,03;24,08;
"K-A3 GRECiOT 1";2022-06-19 09:26:55;16,21;1,87;62,76;11,49;36,97;1016,41;13,41;23,73;
"K-A3 GRECiOT 1";2022-06-19 09:21:53;16,13;2,41;64,30;13,08;35,80;1016,46;13,32;23,25;
"K-A3 GRECiOT 1";2022-06-19 09:16:54;15,88;3,34;64,90;16,23;34,76;1016,51;12,59;22,83;
"K-A3 GRECiOT 1";2022-06-19 09:11:52;15,71;1,31;65,89;15,46;34,39;1016,56;10,22;22,40;
"K-A3 GRECiOT 1";2022-06-19 09:06:55;16,05;0,45;68,30;14,28;35,44;1016,54;10,71;22,16;
"K-A3 GRECiOT 1";2022-06-19 09:01:54;16,22;7,98;69,71;16,31;37,33;1016,53;11,64;22,01;
"K-A3 GRECiOT 1";2022-06-19 08:56:53;15,78;5,03;68,57;12,59;40,38;1016,58;11,13;21,82;
"K-A3 GRECiOT 1";2022-06-19 08:51:55;15,84;7,38;69,06;11,60;42,56;1016,53;9,93;21,77;
"K-A3 GRECiOT 1";2022-06-19 08:46:52;15,32;2,44;67,32;13,70;38,57;1016,52;8,35;21,64;
"K-A3 GRECiOT 1";2022-06-19 08:41:54;15,33;2,09;68,07;13,69;36,37;1016,48;10,67;21,47;
"K-A3 GRECiOT 1";2022-06-19 08:36:52;14,92;4,30;66,82;16,57;34,54;1016,49;10,01;21,34;
"K-A3 GRECiOT 1";2022-06-19 08:31:56;14,94;1,43;67,52;15,23;30,51;1016,44;8,21;21,19;
"K-A3 GRECiOT 1";2022-06-19 08:26:54;14,88;2,81;67,95;18,33;30,33;1016,37;8,29;21,03;
"K-A3 GRECiOT 1";2022-06-19 08:21:53;14,67;3,91;67,70;20,85;27,01;1016,41;10,49;20,86;
"K-A3 GRECiOT 1";2022-06-19 08:16:54;14,53;0,65;67,87;17,43;30,17;1016,39;8,42;20,68;
"K-A3 GRECiOT 1";2022-06-19 08:11:53;14,80;1,92;69,93;17,67;30,10;1016,41;8,00;20,48;
"K-A3 GRECiOT 1";2022-06-19 08:06:55;14,69;6,22;70,14;24,16;22,47;1016,48;9,66;20,31;
"K-A3 GRECiOT 1";2022-06-19 08:01:55;14,68;6,53;71,06;24,85;22,97;1016,47;9,42;20,09;
"K-A3 GRECiOT 1";2022-06-19 07:56:53;14,77;7,15;72,39;26,18;19,65;1016,44;9,32;19,89;
"K-A3 GRECiOT 1";2022-06-19 07:51:55;14,74;7,99;73,02;25,45;19,33;1016,47;10,10;19,72;
"K-A3 GRECiOT 1";2022-06-19 07:46:52;14,82;11,82;73,98;27,82;17,55;1016,46;8,12;19,59;
"K-A3 GRECiOT 1";2022-06-19 07:41:54;14,44;7,67;72,81;29,07;16,93;1016,43;9,51;19,45;
"K-A3 GRECiOT 1";2022-06-19 07:36:52;14,36;8,37;73,26;31,42;14,64;1016,40;10,12;19,26;
"K-A3 GRECiOT 1";2022-06-19 07:31:55;14,75;17,16;75,56;39,46;7,10;1016,30;11,63;19,18;
"K-A3 GRECiOT 1";2022-06-19 07:26:55;14,19;21,69;73,44;36,33;7,53;1016,36;13,35;19,05;
"K-A3 GRECiOT 1";2022-06-19 07:21:53;14,49;15,42;75,72;31,33;11,62;1016,32;7,77;18,87;
"K-A3 GRECiOT 1";2022-06-19 07:16:55;14,23;15,80;74,86;30,74;15,07;1016,42;8,41;18,78;
"K-A3 GRECiOT 1";2022-06-19 07:11:53;14,14;14,60;74,89;30,27;14,61;1016,46;6,86;18,68;
"K-A3 GRECiOT 1";2022-06-19 07:06:55;13,84;10,47;74,16;31,49;16,13;1016,42;7,15;18,53;
"K-A3 GRECiOT 1";2022-06-19 07:01:54;13,79;11,22;74,52;34,19;14,26;1016,44;7,81;18,40;
"K-A3 GRECiOT 1";2022-06-19 06:56:52;13,77;12,01;74,82;29,57;17,75;1016,41;7,38;18,32;
"K-A3 GRECiOT 1";2022-06-19 06:51:54;13,61;9,38;74,28;28,90;17,97;1016,38;7,59;18,26;
"K-A3 GRECiOT 1";2022-06-19 06:46:53;13,51;9,53;73,89;31,32;15,12;1016,37;7,44;18,25;
"K-A3 GRECiOT 1";2022-06-19 06:41:55;13,29;10,23;72,97;32,37;15,61;1016,41;7,08;18,22;
"K-A3 GRECiOT 1";2022-06-19 06:36:53;13,32;6,43;72,97;29,27;19,41;1016,36;7,03;18,25;
"K-A3 GRECiOT 1";2022-06-19 06:31:56;13,22;5,80;72,70;26,64;21,54;1016,33;6,17;18,20;
"K-A3 GRECiOT 1";2022-06-19 06:26:54;12,89;6,07;71,21;26,73;22,97;1016,30;6,47;18,19;
